           time              X              V              a           Jerk
       1.820000      45.709350      66.025000      50.000000       0.000000       1.768464
       1.821000      45.775425      66.075000      50.000000       0.000000       1.767675
       1.822000      45.841550      66.125000      50.000000       0.000000       1.766886
       1.823000      45.907725      66.175000      50.000000       0.000000       1.766096
       1.824000      45.973950      66.225000      50.000000       0.000000       1.765306
       1.825000      46.040225      66.275000      50.000000       0.000000       1.764516
       1.826000      46.106550      66.325000      50.000000       0.000000       1.763725
       1.827000      46.172925      66.375000      50.000000       0.000000       1.762933
       1.828000      46.239350      66.425000      50.000000       0.000000       1.762141
       1.829000      46.305825      66.475000      50.000000       0.000000       1.761348
       1.830000      46.372350      66.525000      50.000000       0.000000       1.760555
       1.831000      46.438925      66.575000      50.000000       0.000000       1.759762
       1.832000      46.505550      66.625000      50.000000       0.000000       1.758968
       1.833000      46.572225      66.675000      50.000000       0.000000       1.758173
       1.834000      46.638950      66.725000      50.000000       0.000000       1.757378
       1.835000      46.705725      66.775000      50.000000       0.000000       1.756583
       1.836000      46.772550      66.825000      50.000000       0.000000       1.755787
       1.837000      46.839425      66.875000      50.000000       0.000000       1.754990
       1.838000      46.906350      66.925000      50.000000       0.000000       1.754193
       1.839000      46.973325      66.975000      50.000000       0.000000       1.753395
       1.840000      47.040350      67.025000      50.000000       0.000000       1.752597
       1.841000      47.107425      67.075000      50.000000       0.000000       1.751799
       1.842000      47.174550      67.125000      50.000000       0.000000       1.751000
       1.843000      47.241725      67.175000      50.000000       0.000000       1.750200
       1.844000      47.308950      67.225000      50.000000       0.000000       1.749400
       1.845000      47.376225      67.275000      50.000000       0.000000       1.748599
       1.846000      47.443550      67.325000      50.000000       0.000000       1.747798
       1.847000      47.510925      67.375000      50.000000       0.000000       1.746996
       1.848000      47.578350      67.425000      50.000000       0.000000       1.746194
       1.849000      47.645825      67.475000      50.000000       0.000000       1.745392
       1.850000      47.713350      67.525000      50.000000       0.000000       1.744588
       1.851000      47.780925      67.575000      50.000000       0.000000       1.743785
       1.852000      47.848550      67.625000      50.000000       0.000000       1.742980
       1.853000      47.916225      67.675000      50.000000       0.000000       1.742176
       1.854000      47.983950      67.725000      50.000000       0.000000       1.741370
       1.855000      48.051725      67.775000      50.000000       0.000000       1.740564
       1.856000      48.119550      67.825000      50.000000       0.000000       1.739758
       1.857000      48.187425      67.875000      50.000000       0.000000       1.738951
       1.858000      48.255350      67.925000      50.000000       0.000000       1.738144
       1.859000      48.323325      67.975000      50.000000       0.000000       1.737336
       1.860000      48.391350      68.025000      50.000000       0.000000       1.736527
       1.861000      48.459425      68.075000      50.000000       0.000000       1.735718
       1.862000      48.527550      68.125000      50.000000       0.000000       1.734909
       1.863000      48.595725      68.175000      50.000000       0.000000       1.734099
